,Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Time,Month Or Hours
3541,Software Development & Support Team Leader - Integration,Dafater,"Nasr City, Cairo, Egypt",25 days ago,Full,Manager · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· .Net· APIs· Computer Science· Integration· MVC· Programming· Software Development· SQL,25,days
3542,Administrative Assistant,Itechs,"Heliopolis, Cairo, Egypt",25 days ago,Full,Entry Level · 1 - 4 Yrs of Exp · Administration· Administration· administrative· English· Microsoft Office· Office management· Secretary· MS Office,25,days
3543,Junior Sales Engineer,Confidential,"Cairo, Egypt",25 days ago,Full,Entry Level · 1 - 3 Yrs of Exp · R&D/Science · Sales/Retail · Engineering - Other· Sales· Engineering· Chemistry· Sales Skills· Sales Target· Communication Skills· Computer Skills,25,days
3544,Personnel Specialist,MCV,"Obour City, Cairo, Egypt",25 days ago,Full,Entry Level · 1 - 5 Yrs of Exp · Human Resources· HR Certificate· Human Resources (HR)· Personnel· Accounting· Human Resources· Microsoft Office· English,25,days
3545,Sales Supervisor- Sharqia,Ovo Egypt,"Zagazig, Sharqia, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Sales/Retail· HORECA· HoReCa Sales· Food· B2B Sales· B2B· Sales· Sales Target· Sales Field· Outdoor Sales,25,days
3546,Export Sales Executive,Confidential,"Cairo, Egypt",25 days ago,Full,Experienced · 5 - 10 Yrs of Exp · Business Development · Logistics/Supply Chain · Sales/Retail· Procurement· Sales· Import / Export· Logistics Operations· Logistics· Operations Management· Export,25,days
3547,Recruitment Coordinator,MAC EGYPT REAL ESTATE CO.,"10th of Ramadan City, Cairo, Egypt",25 days ago,Full,Entry Level · 1 - 2 Yrs of Exp · Administration · Human Resources· Human Resources (HR)· Recruitment· Microsoft Office· Administration· Business Administration· Talent acquisition· Human Resources,25,days
3548,Electrical Services Engineer,EAST,"Maadi, Cairo, Egypt",25 days ago,Full,Entry Level · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical· Electrical Engineering· Engineering· PLC· Control Systems· Control,25,days
3549,Software Business Analyst,Our Education,"Nasr City, Cairo, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology· Agile· business· Business Analysis· Communication· Communication skills· Development· Information Technology (IT),25,days
3550,System Engineer,Midea Group,"6th of October, Giza, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Engineering· Quality Control· Computer Engineering· Information Technology (IT)· Computer Science,25,days
3551,HSE Manager,Afro Egypt,"Cairo, Egypt",25 days ago,Full,Manager · 1+ Yrs of Exp · Operations/Management · Quality · Engineering - Other· NEBOSH· HSE· Safety· English,25,days
3552,Marketing Quality Engineer,Midea Group,"6th of October, Giza, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Quality · Engineering - Mechanical/Electrical· Engineering· Quality Control· Refrigeration· Quality Assurance· Quality,25,days
3553,Quantity Survey Engineer,Raafat Miller Consulting,"Dokki, Giza, Egypt",25 days ago,Full,Entry Level · 1 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture· Architecture· Architecture Engineering· AutoCAD· Civil Engineering· Design· Civil· Engineering· Project· Quantity Surveying,25,days
3554,Import Sales Executive,Confidential,"Cairo, Egypt",25 days ago,Full,Experienced · 5 - 10 Yrs of Exp · Logistics/Supply Chain · Sales/Retail · Purchasing/Procurement· Procurement· Sales· Import / Export· Logistics Operations· Logistics· Operations Management· Import,25,days
3555,Recruitment Coordinator(3 Months Contract),Target Recruitment & HR Solutions,"Cairo, Egypt",25 days ago,Full,Entry Level · 0 - 1 Yrs of Exp · Administration · Human Resources· Human Resources (HR)· Microsoft Office· Recruitment· Communication· English· HR· Talent acquisition· Administration,25,days
3556,Human Resource Administrator ( Shikeh Zayed ),Remax Almohager,"Sheikh Zayed, Giza, Egypt",25 days ago,Full,Entry Level · 1 - 3 Yrs of Exp · Administration · Human Resources· Administration· HR· Recruitment· Applicant Tracking· Admin· Business Administration· Human Resources (HR)· Recruiter,25,days
3557,Full Stack Developer,Testing Geeks,"Dokki, Giza, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Science· Software Development· javaScript· SQL· Engineering· Computer· Problem Solving,25,days
3558,Sales/ Telesales Specialist,Testing Geeks,"Giza, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · females_only · Business Development · Customer Service/Support · Sales/Retail· Marketing· Business Administration· Communication skills· Sales Target· Telesales· Sales· sales skills,25,days
3559,Sales/ Telesales Specialist,Confidential,"Haram, Giza, Egypt",25 days ago,Full,Entry Level · 1 - 3 Yrs of Exp · females_only · Sales/Retail · Engineering - Mechanical/Electrical· Sales· Marketing· Customer Service· Communication skills· Communication· Business Administration· Administration· Sales Target,25,days
3560,Senior Planning & Cost Engineer - Cairo,M I Engineering,"Nasr City, Cairo, Egypt",25 days ago,Full,Experienced · 7+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management· Startup· Civil Engineering· Project Management· Engineering· Management· PMS Projects· Construction· Planning,25,days
3561,Senior Software Tester,Our Education,"Nasr City, Cairo, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Computer Science· Test Automation· Engineering· Information Technology (IT)· Software Testing· Quality Control· Selenium,25,days
3562,Tendering & Estimation Electrical Engineer,Confidential,"Nasr City, Cairo, Egypt",25 days ago,Full,Experienced · 5 - 8 Yrs of Exp · Engineering - Mechanical/Electrical· Estimation· Engineering· Electrical Engineering· Light Current· Low Voltage· Medium Voltage· Cost Estimation· Pricing,25,days
3563,Customer Service Representative,Teleperformance,"Cairo, Egypt",25 days ago,Full,Entry Level · Customer Service/Support· Customer Service· Customer Care· Customer Support· English· Flexible,25,days
3564,IT Specialist - Alexandria,Confidential,"Mahta Alraml, Alexandria, Egypt",25 days ago,Full,Experienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Install· CCNA· CCNA Voice· SQL Server· Troubleshoot· Maintenance· Information Technology (IT),25,days
3565,Sales Agent,Confidential,"Cairo, Egypt",25 days ago,Full,Experienced · 4+ Yrs of Exp · Sales/Retail· Sales· sales skills· Sales Target· Customer Service· Microsoft Office· Sales Field· Hotels· Negotiation· Communication,25,days
3566,Senior Software Quality Control Engineer,Taqneen,"New Cairo, Cairo, Egypt",25 days ago,Full,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Software Testing· Quality Assurance· Information Technology (IT)· QC· QA· QA Automation· Computer Science,25,days
3567,Accounts Payable Accountant,JRM for Communications,"Nasr City, Cairo, Egypt",25 days ago,Full,Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · Banking· Accounting· Accounts Payable· Computer Skills· ERP System· ERP· Finance· Financial Analysis· Microsoft Dynamics AX,25,days
3568,Senior UI/UX Designer,Taqneen,"New Cairo, Cairo, Egypt",25 days ago,Full,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· adobe· Creative· Design· illustrator· Xd· Wireframe· Information Technology (IT)· UI/UX,25,days
3569,Procurement & Administration Specialist,EFS,"New Cairo, Cairo, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Administration· Procurement· Administration· Supply Chain· Business Administration· Communication· Communication skills· Management· Purchasing· supply chain management,25,days
3570,Foreign Purchasing Specialist,Confidential,"Nasr City, Cairo, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · males_only · Logistics/Supply Chain · Purchasing/Procurement· Communication· Foreign Purchasing· Logistics· foreign· Computer Skills· Negotiation· MS Office· Purchasing,25,days
3571,Accounting Manager,Smart Vehicle Transport,"New Cairo, Cairo, Egypt",25 days ago,Full,Manager · 7 - 10 Yrs of Exp · females_only · Accounting/Finance· Accounting· Finance· Financial Management· Financial Analysis· Car Rental,25,days
3572,Senior Architect ( Interior Design ),Next Home,"Mokattam, Cairo, Egypt",25 days ago,Full,Experienced · 5 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art· AutoCAD· Engineering· Interior Design· Design· Architecture,25,days
3573,Senior Sales Operations Officer-SAP User,M² Developments,"New Cairo, Cairo, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Administration · Operations/Management · Sales/Retail· Real Estate· sales skills· English· Operations· Sales· Arabic· Administration,25,days
3574,QC Stability Analyst,Rameda,"6th of October, Giza, Egypt",25 days ago,Full,Entry Level · 1 - 3 Yrs of Exp · Manufacturing/Production · Quality · Pharmaceutical· QC· Pharmaceutical· Quality Control· Communication skills· Sciences· Pharmaceutical Sciences· Stability,25,days
3575,Customer Service Specialist,CRIF EGYPT,"New Cairo, Cairo, Egypt",25 days ago,Full,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support· Customer Service· Customer Support· Customer Care· English· Administration· Microsoft,25,days
3576,Accounts Receivable Accountant,Circle K,"Heliopolis, Cairo, Egypt",25 days ago,Full,Experienced · 2 - 4 Yrs of Exp · Accounting/Finance· Accounting· Accounts Receivable· Economics· Finance· Financial Analysis· Financial Management· Billing System· Mathematics· Invoices,25,days
3577,Senior Lead - Big Data Engineer,Ejada (Cairo),"Cairo, Egypt",25 days ago,Full,Experienced · 5 - 10 Yrs of Exp · IT/Software Development· Hadoop· Soir· Impala· Spark· Spark Streaming· Hive/Kudu· Impala SQL· SoirInformatica BDM/BDS· Modern Data Fabric,25,days
3578,IT Specialist,Circle K,"Heliopolis, Cairo, Egypt",25 days ago,Full,Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Installation· Technical Support· Computer Science· IT· Computer Engineering,25,days
3579,2D Illustrator - Alexandria,Arabic Localizer,"San Stefano, Alexandria, Egypt",25 days ago,Full,Entry Level · 1 - 3 Yrs of Exp · Creative/Design/Art· Adobe Illustrator· 2D Design· Graphic Design· Design· Adobe Photoshop· Characters Design· 2D Characters· Photoshop· Illustrator,25,days
3580,Senior Big Data Engineer,Ejada (Cairo),"Cairo, Egypt",25 days ago,Full,Experienced · 5 - 10 Yrs of Exp · IT/Software Development· Hive· Kudu· Impala· Soir· Data Warehousing· Hadoop· Java· Data Relationships· Data Integration,25,days
3581,Supply Chain Specialist,Sekem,"Salam City, Cairo, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain· English· Purchasing· inventory· Logistics· MS Office· Procurement· Supply Chain· Shipping· Management,25,days
3582,Product Engineer,Midea Group,"6th of October, Giza, Egypt",25 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Quality · Engineering - Mechanical/Electrical· Engineering· Quality Control· Production Engineering· Production,25,days
3583,IT Infrastructure Engineer,Union Group,"Obour City, Cairo, Egypt",25 days ago,Full,Experienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· System Admin· Infrastructure Engineering· Network Administration· Computer Science· Information Technology (IT)· Software Development· Computer Engineering,25,days
3584,Junior Accountant,Misr Elhegaz Group,"Heliopolis, Cairo, Egypt",25 days ago,Full,Experienced · 2 - 4 Yrs of Exp · Accounting/Finance · Banking· Accounting· Accounts Payable· Payable Accounting· Accounts Receivable· Finance· Commerce· Financial Analysis· Microsoft Office,25,days
3585,Senior Front End Developer - (React.JS - Next. JS),Taqneen,"New Cairo, Cairo, Egypt",25 days ago,Full,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· CSS3· Information Technology (IT)· SEO· React· Software Development· Web Design· JavaScript· JSON,25,days
3586,Supply Chain Manager,Sky Medical for Medical Devices,"Mohandessin, Giza, Egypt",25 days ago,Full,Manager · 7+ Yrs of Exp · Logistics/Supply Chain· Logistics· Microsoft Excel· Microsoft Office· Planning· Procurement· Purchasing· Supply Chain· Supply· English,25,days
3587,Telesales Representative,Quality trade,"Maadi, Cairo, Egypt",25 days ago,Full,Experienced · 2+ Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Telesales· Customer Service· Computer Skills· MS Office· Sales Target· Sales Skills,25,days
3588,Driver,PGS Data Processing,"Nasr City, Cairo, Egypt",25 days ago,Full,Entry Level · 1 - 5 Yrs of Exp · Other· Car· Driving· English,25,days
3589,illustrator,GPS,"Heliopolis, Cairo, Egypt",25 days ago,Full,Experienced · 2 - 3 Yrs of Exp · Creative/Design/Art· Adobe Photoshop· Adobe illustrator· Graphic Design· Design· illustrator,25,days
3590,Junior Computer System Engineer,PGS Data Processing,"Nasr City, Cairo, Egypt",25 days ago,Full,Entry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Science· Computer Engineering· Linux· Red Hat· Operating Systems· Engineering· Telecom Engineering,25,days
